230;Sto je s mojim psom?;Bruce Fogle;107
2;80 kreativnih likovnih radionica;Sylvia Dorance;42
246;Knjigocid - unistavanje knjiga u hrvatskoj 1990-tih;Ante Lesaja;17
49;Prirucnik za pravilno pisanje;Mijo Loncaric;117
200;Tolkienov svijet;Gareth Hanrahan i Peter Mckinstry;39
229;Svrljasticno;Tim Bugbird;66
157;Bolji brak ;dr.sc.Joshua Coleman;131
203;Juhe;Carla Bardi;60
250;Naucite dijete spavati;Nevena Lovrincevic;99
167;Zenski mozak;Louann Brizendine;96
212;Fantasticna bica;Jim Pipe;66
10;Kako odgojiti stene ;Caroline Davis;175
125;Kako odgojiti sretnu bebu;Carol Valinejad;91
238;sto su osjecaji?;Oscar Brenifier;83
251;Posljednje pismo tvojega ljubavnika ;Jojo Moyes;117
29;Velika knjiga o vinu;Joanna Simon;121
93;Veliki gospodar - Sulejman Velicanstveni;Louis Gardel;148
223;Falis mi - 2.dio ;Mani Gotovac;19
90;100 jednostavnih tajni zdravih ljudi - ;David Niven;146
108;Mudrost-povijest slobodnog zidarstva;Branko Somen;88
70;Osmi grijeh - posluh;Natalija Princi-Duhovic;151
78;Prag;Vladimir Soukup;19
248;Hipnoza ;DraZen Radakovic;57
54;Umjetnost - kreativne aktivnosti ;Ruth Thomson;103
192;Zvjezdane vatre dalekog svemira;Vladis Vujnovic;96
65;Svijet Egipta;Stella Galdwll;30
15;Metamorfoze znanstvene fantastike;Darko Suvin;37
84;Moji najdrazi recepti;Stevo Karapandza;18
59;Proza poslije FAK-a;Jagna Pogacnik;113
97;Nesalomljivi;Laura Hillenbrand;119
202;Kalendar maja  ;Zoran Feric;69
23;Sunset park;Paul Auster;89
36;Dragulj Sankt Peterburga ;Kate Furnivall;108
106;Tajne vitezova templara;S.J.Hodge;114
60;Novi roditelji;Miriam Stoppard;33
194;Ucitelj ucitelja;Dragutin Rosandic;111
195;Rijeci s nahtkasna i kantunala (preko nocnog ormarica);Nives Opacic;112
189;Borba za dusevno zdravlje;Norman Sartorius;31
197;Metodika;Ante Bezen;65
123;Probudite genijalca u svojem djetetu;Ken Adams;88
32;Tkanje Zivota;Mirjana Krizmanic;146
104;Muskarci koje sam voljela;Adele Parks;20
26;Frida ili o boli;Slavenka Drakulic;126
227;Peljar za tumace;Dean Slavic;94
16;Sto je s mojom mackom?;Bruce Fogle;136
213;Vodic za spijune;Judy Hindley;169
237;Moja mediteranska dijeta;dr.Lejla Kazinic-Kreho;18
198;Putovanje labirintom;Kjartan Poskitt;19
55;Geografski atlas Afrike;Denis Sehic;145
133;Kuca lutaka s naljepnicama;Ina Hattenhauer;15
240;Sto zele single zene;Jean-Claude Kaufmann;35
91;Vladari iz sjene;Jim Marrs;16
180;100 jednostavnih tajni uspjesnih ljudi ;David Niven;17
139;Kreativna kuhinja;Stevo Karapandza;112
155;Novi obiteljski lijecnik;Tony Smith;17
98;Velecanstvena matematika;Jonathan i Thomas Flintham;134
161;Botticellijeva tajna;Marina Fiorato;90
239;Pricom do uspjeha;Peter Guber;119
253;Otkrivamo ljudsko tijelo;Sue Davidson;171
136;Klasika-poucavanje na temeljima klasicnog obrazovanja;Leigh A. Bortins;38
228;Nebo;Jean-Pierre Verdet;144
187;Odbrojavanje;Tena Stivicic;70
193;200 najboljih talijanskih jela ;Marina Filippelli;171
122;Zmajevi - kreativne aktivnosti ;Andrea Pinnington;142
130;Iskra: Kako sam u autisticnom sinu pronasla genija;Kristine Barnett;18
19;Tjestenine;Carla Bardi;98
52;Muskarac i djecak ;Tony Parsons;76
148;Ja koja imam nevinije ruke;Vesna Parun;153
62;Knjiga sutrasnjice;Cecelia Ahern;42
67;Tajne i cuda prirode;Elizabeth Dalby;69
235;Zasto djeca to rade?;Richard C. Woolfson;146
166;Vrtlarski dnevnik ;Kornelija Benyovsky Sostaric;74
257;Anastazija : (oluje u tihom ozracju) ;Ivan Aralica;138
258;Analiticki alati za optimizaciju Internet kampanje : prirucnik ;Marko Hrnjak;171
259;Anatomija stakora ;Martina Vidaic;119
260;Anatomija : 1500 slika ;Gerhard Aumüller;178
261;Ana i maslacak ;Dragana Cubrilo;105
262;Anatomia humana ;Dubravko Jalsovec;108
263;Anatomija : osnove gradje tijela covjeka ;Dubravko Jalsovec;111
264;Anatomy of a desire ;Eduard Jimmy;150
265;Anamnesis : dijalozi umjetnosti u javnom prostoru ;Sandra Uskokovic;168
266;Homo volans ;Arsen Dedic;128
267;Anatomija ljubavi : prirodoslovna povijest parenja, brakova i preljuba ;Helen Fisher;192
268;Anatomija melankolije ;Zoran Hercigonja;169
269;Analysis of cruise tourism on Croatian rivers ;Mirjana Kovacic;183
270;Analysis on the time-varying gap of discrete time-varying linear systems ;Liu Liu;184
271;Analysis of gender-fair language in sport and exercise ;Darija Omrcen;135
272;Analiza financijskih izvjestaja : nacela, postupci, slucajevi ;Katarina Zager;101
273;Analiza rizika u kontejnerskom terminalu Zagreb ;Nikolina Brnjac;190
274;Analiza konstrukcije povijesnih gradjevina iz arhitektonskog i gradjevinskog aspekta ;Ferit Cakir;115
275;Sedma funkcija jezika ;Laurent Binet;113
276;Dioba vlasti ;Vince Flynn;150
277;Sol u moru ;Ruta Sepetys;182
278;Vilinske price ;Ana Bilic;189
306;Sveti trag cibalskih martira ;Anica Bilic;160
307;Djetinjstvo s hemofilijom ;Ernest Bilic;152
308;Franjo Glaser i Vladimir Beara : velikani svjetskog nogometa ;Spiro Bilic;110
309;Jakobov san ;Ljubica Biljan;50
310;U glavi Brune Schulza : novela ;Maxim Biller;60
311;Faust, homo volans ;Zdenka Bilusic;59
312;HHhH ;Laurent Binet;82
313;Pirulito i Rozalija : suvremena bajka o ljubavi i razlicitosti ;Athina Biniou;116
314;Povijest 6 : radna biljeZnica za sesti razred osnovne skole ;Ante Birin;37
315;Vjencic od kukurijeka ;Ankica Bistrovic;114
316;Kvaliteta i sigurnost u zdravstvenoj njezi ;Josipa Biscan;25
317;Zeleni alati : briga o tlu ;Cvijeta Biscevic;64
318;Twist na bazenu ;Jadranko Bitenc;101
319;Modeliranje i simuliranje sustava : radni materijali ;Toni Bjazic;73
320;Derbi : sportski grafiti ;Ratko Bjelcic;57
321;Jezicni pleter : ogledi iz obiteljskoga planiranja dvojezicnosti ;Robert Blagoni;124
279;KnjiZevni prostor ;Maurice Blanchot;102
280;Nebeska prica ;Melita Blazonija;148
281;Strategija razvoja grada Opatije : (monografija) ;Branko Blazevic;110
282;Horoskop : astrologija i vidovnjaci : 50 pitanja 50 odgovora ;Josip Blazevic;147
283;Babettina gozba ;Karen Blixen;110
284;Molitva za te : zbirka pjesama ;Mirjana Bobus;245
285;Srce je to ;Marija Bogdanovic;198
286;Slunjski kraj i njegova Crkva u proslosti i sadasnjosti ;Mile Bogovic;209
287;Djevojka u dvorcu od pijeska ;Chris Bohjalian;253
288;Svi mi smo sustav ;Ines Bojic;229
289;Hrvatsko plovidbeno upravno pravo ;Dragan Bolanca;232
290;Ionska kromatografija ;Tomislav Bolanca;241
291;Krvava Zetva ;Sharon Bolton;219
293;Zivot svetoga Franje ;sveti Bonaventura;226
294;Sijecanja : 1899 - 1997 ;Grigorij Bordukalo;74
295;Geografsko putovanje svijetom;Lidija Borko;103
296;Ljekoviti vrt ;Ida Borovac;60
297;Roditeljstvo iza resetaka : price bivsih zatvorenica ;Marina Borovac;32
298;Kod nas u Auschwitzu ;Tadeusz Borowski;99
299;Brod koji ce uvijek ploviti ;Slavica Borsari;111
300;Versifikator ;Marijan Borsic;38
301;Imotske modre vode = Blue waters of Imotski ;Luka Kolovrat;85
302;Dekarbonizacija energije mijenja paradigme u energetici ;Stevo Kolundzic;23
303;Samoubojstva hrvatskih branitelja u Zagrebu i Hrvatskoj ;Zoran Komar;106
304;Novi propisi u zemljisnoknjiznom pravu 2015.;Ana Marija;74
305;Strojarstvo za strani jezik ;Zivko Kondic;65
338;Carolija pospremanja koja ce vam promijeniti Zivot ;Marie Kondo;29
339;Sinjanje : rici, izreke, poslovice, ricete ;Josko Kontic;54
340;Zakon o nasljedjivanju ;Damir Kontrec;212
341;Spectator ;Kresimir Kopcic;252
342;Priroda 6 : ispiti znanja iz prirode u sestom razredu osnovne skole ;Irena Kopic;222
343;Biologija 8 : ispiti znanja iz biologije u osmom razredu osnovne skole ;Irena Kopic;198
344;Biologija 7 : ispiti znanja iz biologije u sedmom razredu osnovne skole ;Irena Kopic;247
345;Prozori : ogledi o umjetnosti ;Mario Kopic;200
346;K20 empty ;Zlatko Kopljar;204
347;Istrazivaci novih obzorja : djelovanje hrvatskih misionara i profesora od 16. do 20. stoljeca ;Mijo Korade;245
348;Na vihoru ljubavi ;Andjelka Korculanic;210
349;Deja vu ;Igor Kordej;228
350;Pravna lingvistika - sinergija jezika i prava ;Ljubica Kordic;249
351;Ironija u prozi Dubravke Ugresic;Josipa Korljan;228
353;Pred tajnom postojeceg ;Veselko Koroman;250
354;Hrvatska kupalista na Jadranu krajem 19. i u prvoj polovici 20 stoljeca;Mirjana Kos;242
355;Radosnice ;Vinko Kos;237
356;Prije poslije fejsbuka ;Tihomir Kosec;207
357;Autobiografski i memoarski tekstovi ;Josip Kosor;249
358;Odsjaj skolske klupe ;Djurdja Kostovic;90
359;Animalni svijet ;Djurdja Kostovic;138
360;Latice dobrote ;Djurdja Kostovic;153
322;Metodika nastave predmeta prirodoslovnog podrucja ;Vesna Kostovic-Vranjes;112
324;Zvon u kisi ;Zvonko Kovac;134
325;Cukar i sol hrvatskog juga ;Branimir Kovacevic;110
326;Matematika 3 : uvod u diskretnu matematiku ;Domagoj Kovacevic;130
327;Sesti pisac ;Hrvoje Kovacevic;129
328;Prijatelji sumskog sokola ;Hrvoje Kovacevic;139
329;Utjecaj knjiznicnih programa na posudbu knjiga i citanje;Jasna Kovacevic;143
330;Iz prakse skolskog psihologa : necu kod Milijane ;Milijana Kovacevic;116
331;Muskarac u saci : ili o tajnama osvajanja ;Sanela Kovacevic;224
332;Rad s mladima : teorija i praksa rada s mladima ;Marko Kovacic;215
333;Put u svjetlost : prica o manje sretnom djetinjstvu s veoma sretnim zavrsetkom ;SnjeZana Kovacic;221
334;Laboratorijske vjezbe iz higijene i tehnologije hrane;Lidija Kozacinski;238
335;Pjevanje pomladjuje glas i dusu : 50 godina KUD Ilirci Krapina : 1965.-2015. ;Drago Kozina;213
336;Alka u politici - politika u Alki ;Ivan Kozlica;193
